0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
MilasServant,0x0,0x0,0x0,0x0,0xe4,0x1f,0x1,0x0,0x14355,0x1422f,0x14361,0x1436c,0x14377,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x2,0x4b00,0x32,0x0,0,0,0,0x9600,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce000142710001426b00000000,0,0,0,0,35,69,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f12,1,0,0x2f12,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
DumasApostle,0x0,0x0,0x0,0x0,0xf3,0x1f,0x1,0x0,0x1476a,0x1477c,0x1478d,0x1479e,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1f400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x13d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18352,1,0,0x40a00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Dracul,0x0,0x0,0x0,0x0,0x4,0x20,0x1,0x0,0x147bf,0x147d1,0x147e2,0x1479e,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1f400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x13d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18352,1,0,0x40a00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Titan,0x0,0x0,0x0,0x0,0x15,0x20,0x1,0x0,0x147f3,0x14801,0x1480e,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xc800,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1482400013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3fa00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Garuda,0x0,0x0,0x0,0x0,0x22,0x20,0x1,0x0,0x1483b,0x14849,0x14856,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xc800,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1486300013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3ee66666,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Guardian,0x0,0x0,0x0,0x0,0x2f,0x20,0x1,0x0,0x1487c,0x1488a,0x14897,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x12c00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148a400013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3d4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Vestal,0x0,0x0,0x0,0x0,0x3c,0x20,0x1,0x0,0x148bf,0x148cb,0x148d6,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x12c00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148e100013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18665,1,0,0x3fa00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fafnir,0x0,0x0,0x0,0x0,0x47,0x20,0x1,0x0,0x148fb,0x14909,0x14916,0x1474b,0x0,0x1481b,0x101,0x0,0x0,0x3f,0x1e,0xa01,0x4b03,0x0,0x0,0,0,0,0x19000,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x13fb6000142ce0001492300013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f76,1,0,0x2f76,0x1,0x0,0x0,18729,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Dagon,0x0,0x0,0x0,0x0,0x54,0x20,0x1,0x0,0x1493b,0x1494b,0x1495a,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x19000,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1496900013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18802,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Balor,0x0,0x0,0x0,0x0,0x63,0x20,0x1,0x0,0x14982,0x1498e,0x14999,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1f400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x149a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18858,1,0,0x40a00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Deimos,0x0,0x0,0x0,0x0,0x6e,0x20,0x1,0x0,0x149bd,0x149cb,0x149d8,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4,0x0,0x0,0,0,0,0x1f400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x149f7000149ec000149e500013d68,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
FireDragon,0x0,0x0,0x0,0x0,0x7b,0x20,0x1,0x0,0x14a16,0x14a24,0x14a31,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1486300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30b8,1,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
TheCreation,0x0,0x0,0x0,0x0,0x88,0x20,0x1,0x0,0x14a3e,0x14a48,0x14a51,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14a5a00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
DeathMask,0x0,0x0,0x0,0x0,0x91,0x20,0x1,0x0,0x14a63,0x14a71,0x14a7a,0x0,0x14a8b,0x147a7,0x1400,0x0,0x0,0x3f,0x1e,0x2,0x0,0x0,0x0,0,0,0,0x3e800,-76,20,20,20,0,15,15,0,250,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14aaf00013fc500014aa900014a9b,194,74,1,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Revenant,0x0,0x0,0x0,0x0,0x9e,0x20,0x1,0x0,0x14acf,0x13544,0x14ad9,0x14ae8,0x0,0x14af1,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,250,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14afa00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Bonewalker,0x0,0x0,0x0,0x0,0xa7,0x20,0x1,0x0,0x14b01,0x14b0d,0x14b1a,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3f000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gargoyle,0x0,0x0,0x0,0x0,0xb4,0x20,0x1,0x0,0x14b25,0x14b35,0x14b44,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14b5300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3e3851ec,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Necrodragon,0x0,0x0,0x0,0x0,0xc5,0x20,0x1,0x0,0x14b5c,0x14b6c,0x14b7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3ca3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mogall,0x0,0x0,0x0,0x0,0xd6,0x20,0x1,0x0,0x14b8a,0x14b9e,0x14bb1,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1496900000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18802,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Witch,0x0,0x0,0x0,0x0,0xeb,0x20,0x1,0x0,0x14bc4,0x14bd0,0x14bdb,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x149f7000149ec000149e500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cavalier,0x0,0x0,0x0,0x0,0xf8,0x20,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x0,0x0,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb60001492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fe4,1,0,0x2fe4,0x1,0x0,0x0,18729,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Knight,0x0,0x0,0x0,0x0,0x3,0x21,0x1,0x0,0x14bf9,0x1369a,0x14c05,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Paladin,0x0,0x0,0x0,0x0,0xe,0x21,0x1,0x0,0x14c15,0x13a6f,0x14c23,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c3000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Necrodragon,0x0,0x0,0x0,0x0,0x1b,0x21,0x1,0x0,0x14c35,0x13ccf,0x14c45,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c5400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
WhiteDragon,0x0,0x0,0x0,0x0,0x2a,0x21,0x1,0x0,0x14b8a,0x14b9e,0x14bb1,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1496900000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18802,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Soldier,0x0,0x0,0x0,0x0,0x3d,0x21,0x1,0x0,0x14c59,0x14c63,0x14c6c,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14c7500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GoldKnight,0x0,0x0,0x0,0x0,0x46,0x21,0x1,0x0,0x14c7e,0x13544,0x14ad9,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mercenary,0x0,0x0,0x0,0x0,0x55,0x21,0x1,0x0,0x14c8e,0x1386c,0x14ca2,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c5400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Myrmidon,0x0,0x0,0x0,0x0,0x68,0x21,0x1,0x0,0x14cb5,0x13a35,0x14cbf,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14cc800000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
DreadFighter,0x0,0x0,0x0,0x0,0x71,0x21,0x1,0x0,0x14cce,0x13c26,0x14cd8,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Revenant,0x0,0x0,0x0,0x0,0x7a,0x21,0x1,0x0,0x14ce1,0x1411d,0x14ced,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c5400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Bonewalker,0x0,0x0,0x0,0x0,0x85,0x21,0x1,0x0,0x14b01,0x14cf8,0x14b1a,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3e800000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Lich,0x0,0x0,0x0,0x0,0x90,0x21,0x1,0x0,0x14b25,0x14b35,0x14b44,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14b5300000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,19715,1,0,0x40400000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Gargoyle,0x0,0x0,0x0,0x0,0x9f,0x21,0x1,0x0,0x14d14,0x14d22,0x14d2f,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14b5300000000,0,0,0,0,126,65,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3e3851ec,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Deathgoyle,0x0,0x0,0x0,0x0,0xac,0x21,0x1,0x0,0x14b5c,0x14b6c,0x14b7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3c23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Entombed,0x0,0x0,0x0,0x0,0xbb,0x21,0x1,0x0,0x14d3c,0x14d4a,0x14d57,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3ca3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Mogall,0x0,0x0,0x0,0x0,0xc8,0x21,0x1,0x0,0x14d64,0x14d70,0x14d7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fiend,0x0,0x0,0x0,0x0,0xd3,0x21,0x1,0x0,0x14bc4,0x14bd0,0x14bdb,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x149f7000149ec000149e500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Archer,0x0,0x0,0x0,0x0,0xde,0x21,0x1,0x0,0x14d86,0x14d90,0x14d99,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148e100000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18665,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Sniper,0x0,0x0,0x0,0x0,0xe7,0x21,0x1,0x0,0x14da2,0x13714,0x14db2,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Brigand,0x0,0x0,0x0,0x0,0xf6,0x21,0x1,0x0,0x14dc1,0x140a7,0x14dd1,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c3000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Arcanist,0x0,0x0,0x0,0x0,0x5,0x22,0x1,0x0,0x14de0,0x13d30,0x14dea,0x0,0x0,0x13d5f,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14df300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,19962,1,0,0x3c23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Arcanist2,0x0,0x0,0x0,0x0,0xe,0x22,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f84,1,0,0x2f84,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Arcanist3,0x0,0x0,0x0,0x0,0x1b,0x22,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f92,1,0,0x2f92,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
